jar_file,sha256,mod_id,mod_name,installed_version,authors,environment,project_url,repository_url,license_name,spdx_identifier,license_type,license_url,license_source,license_version,license_found_in_jar,curseforge_project_id,curseforge_file_id,modrinth_project_id,public_modpack_distribution,curseforge_distribution,jar_redistribution,commercial_server_use,monetized_server_use,modification_allowed,source_disclosure_required,attribution_required,license_file_required,notice_file_required,written_permission_required,confidence,status,notes
geckolib-fabric-1.21.1-4.9.2.jar,eac4cf55e1cb99b22cb91ea87c774d2a670c1711a80f4aff50e6ad56b6c58e7e,geckolib,GeckoLib 4,4.9.2,"Gecko, Eliot, AzureDoom, DerToaster, Tslat, Witixin",*,https://www.curseforge.com/minecraft/mc-mods/geckolib,https://github.com/bernie-g/geckolib,MIT License,MIT,PERMISSIVA,https://github.com/bernie-g/geckolib/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,True,388172,8350058,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
graves-3.4.4+1.21.jar,3b46ddc0911b8bfc2ba6eabae03f7071afee8b5816a3f11104d7899073a023d3,universal-graves,Universal Graves,3.4.4+1.21,Patbox,*,https://pb4.eu,https://github.com/Patbox/UniversalGraves,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://github.com/Patbox/UniversalGraves/blob/main/LICENSE,Metadata fabric.mod.json,3.0,True,497175,5706180,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
handcrafted-fabric-1.21.1-4.0.3.jar,9609c27e2eeaed4c633ade2d68ad980cfbed0442a10239846a67e9c62bc1b230,handcrafted,Handcrafted,4.0.3,Alex Nijjar; Kekie6,*,https://www.curseforge.com/minecraft/mc-mods/handcrafted,,Terrarium Licence,Terrarium-1.0,CUSTOMIZADA,https://www.curseforge.com/minecraft/mc-mods/handcrafted,Metadata fabric.mod.json,1.0,False,538214,6330032,,SIM,SIM,CONDICIONAL,SIM,SIM,NÃO,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
iris-fabric-1.8.14-beta.1+mc1.21.1.jar,0ceb694040b4628bf3fa02286cfe5f0db833195669ab07f8caa4001359763eff,iris,Iris,1.8.14-beta.1+mc1.21.1,coderbot; IMS212; Justsnoopy30; FoundationGames,client,https://github.com/IrisShaders/Iris,https://github.com/IrisShaders/Iris.git,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://github.com/IrisShaders/Iris.git/blob/main/LICENSE,Metadata fabric.mod.json,3.0,False,455508,8242801,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
ironfurnacesfabric-1.21.1-1.0.0.jar,ab0f653cd31ecf616eca7b9fb953d405687634c114d02ed913800aa99ed1d9e4,ironfurnaces,Iron Furnaces,1.21.1-1.0.0,Astryxion,*,https://www.curseforge.com/minecraft/mc-mods/iron-furnaces-fabric-neoforge,,Apache License 2.0,Apache-2.0,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/iron-furnaces-fabric-neoforge,Metadata fabric.mod.json,2.0,True,1506700,7895524,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
jei-1.21.1-fabric-19.27.0.336.jar,1d47dab86cee6d68e0887ec5e14deee125d3e2ea92c5ecedbb57f8f60aafa709,jei,Just Enough Items,19.27.0.336,mezz,*,https://www.curseforge.com/minecraft/mc-mods/jei,https://github.com/mezz/JustEnoughItems,MIT License,MIT,PERMISSIVA,https://github.com/mezz/JustEnoughItems/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,False,238222,7391679,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
journeymap-fabric-1.21.1-6.0.2.jar,026fb1735e3f5afbecf9026398e33358c1dd844fae4398b76c997e173cbc6ef7,journeymap,Journeymap,1.21.1-6.0.2,Mysticdrew; Techbrew; MemeSapiens,*,http://journeymap.info,,All Rights Reserved,ARR,ARR,http://journeymap.info,Metadata fabric.mod.json,1.0,True,32274,8523099,,SIM,SIM,NÃO,SIM,SIM,NÃO,NÃO,CONDICIONAL,CONDICIONAL,CONDICIONAL,NÃO,ALTA,APROVADO,Mod ARR com permissao de distribuicao ativada no CurseForge via CurseForge Modpack Manifest.
knowlogy-fabric-0.9.1-1.21.1.jar,35737c0c002efacfcf27a98a26795200682167be993766c8fcdd7c997d43b6ca,knowlogy,Knowlogy Book,0.9.1,VinnyStalck,*,https://www.curseforge.com/minecraft/mc-mods/knowlogy,https://gitlab.com/VinnyStalck/knowlogy,GNU General Public License v3.0,GPL-3.0-only,COPYLEFT,https://gitlab.com/VinnyStalck/knowlogy/blob/main/LICENSE,Metadata fabric.mod.json,3.0,False,944409,6749574,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
konkrete_fabric_1.9.9_MC_1.21.jar,06e912f99d59bf81c0676f1db936150ad4443d5674f59b3c55604540ba620841,konkrete,Konkrete,1.9.9,Keksuccino,*,https://www.curseforge.com/minecraft/mc-mods/konkrete-fabric,,Apache License 2.0,Apache-2.0,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/konkrete-fabric,Metadata fabric.mod.json,2.0,False,416797,5430434,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
krypton-0.2.8.jar,94f195819b24e5da64effdc9da15cdd84836cc75e8ff0fd098bab6bc2f49e3fe,krypton,Krypton,0.2.8,tuxed,*,https://www.curseforge.com/minecraft/mc-mods/krypton,,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://www.curseforge.com/minecraft/mc-mods/krypton,Metadata fabric.mod.json,3.0,True,428912,5460550,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
lavender-0.1.15+1.21.jar,ad46db048ef9241bf00281ceaf52699c5733b00b9d36bdb7a2ab6274fe9fac4a,lavender,Lavender,0.1.15+1.21,glisco,*,https://modrinth.com/project/lavender,https://github.com/wisp-forest/lavender,MIT License,MIT,PERMISSIVA,https://github.com/wisp-forest/lavender/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,True,962916,6107175,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
legendarymonuments-fabric-1.21.1-8.0.3.jar,f927d00711e5074fbb7d4adf6fe4f663b7fb378c10e782044c0b1924762ddbd4,legendarymonuments,Legendary Monuments,8.0.3,JorgaoMC,*,https://fabricmc.net/,https://github.com/FabricMC/fabric-example-mod,Mozilla Public License 2.0,MPL-2.0,COPYLEFT,https://github.com/FabricMC/fabric-example-mod/blob/main/LICENSE,Metadata fabric.mod.json,2.0,True,1263645,8352295,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
letmedespawn-1.21.x-fabric-1.5.0.jar,abeac43f78a915cfa0c855fa945f07601a1509064079c4c8640c7105ba6ac554,letmedespawn,Let Me Despawn,1.5.0,frikinjay,*,https://github.com/frikinjay/let-me-despawn,,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://github.com/frikinjay/let-me-despawn,Metadata fabric.mod.json,3.0,False,663477,6311233,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
lithium-fabric-0.15.4+mc1.21.1.jar,92329d98c57f5a22091a0adb509fdb1d60113a5602c708b799b13134bad13baa,lithium,Lithium,0.15.4+mc1.21.1,JellySquid; 2No2Name,*,https://jellysquid.me/projects/,https://github.com/CaffeineMC/lithium-fabric,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://github.com/CaffeineMC/lithium-fabric/blob/main/LICENSE,Metadata fabric.mod.json,3.0,True,360438,8330364,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
lithostitched-1.7.13-fabric-21.1.jar,206c086604bcfea5b2862e90069470352cbf4b4d7088b55cdfa8f3452bedc270,lithostitched,Lithostitched,1.7.13,Apollo,both,https://www.curseforge.com/minecraft/mc-mods/lithostitched,,MIT License,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/lithostitched,Metadata fabric.mod.json / JAR embedded,1.0,False,936015,8378496,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
lootr-fabric-1.21.1-1.11.37.122.jar,545620a1ecdabe9a3c8e256ab6a239c3ceff16001185cca73cfcb6f41e7ace15,lootr,Lootr,1.21.1-1.11.37.122,Noobanidus; ZestyBlaze; embeddedt,*,https://www.curseforge.com/minecraft/mc-mods/lootr-fabric,https://github.com/noobanidus/Lootr/tree/fabric-1.19.4,MIT License,MIT,PERMISSIVA,https://github.com/noobanidus/Lootr/tree/fabric-1.19.4/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,False,615106,8428026,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
mega_showdown-fabric-1.9.3+1.7.3+1.21.1.jar,8cf740ab6585b2b6f047a5e7e87acb0c3b962745b5317876ead93e584ba60e97,mega_showdown-fabric-1.9.3+1.7.3+1.21.1,Cobblemon: Mega Showdown,None,yajatkaul,both,https://www.curseforge.com/minecraft/mc-mods/cobblemon-mega-showdown,,MIT,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/cobblemon-mega-showdown,Upstream repo (MIT License),1.0,False,1189523,8519043,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
melody_fabric_1.0.10_MC_1.21.jar,223ab859b9cc246d8d6e5cec5e734f97be3aac545de6cda7743750262428ed83,melody,Melody,1.0.10,Keksuccino,*,https://www.curseforge.com/minecraft/mc-mods/melody,,MIT License,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/melody,Metadata fabric.mod.json / JAR embedded,1.0,False,938643,5430438,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
modernfix-fabric-5.25.1+mc1.21.1.jar,3ce5a9ce75066961b7fa5382692bb1387cc3536cc984b064ab7d70b97f3c674c,modernfix,ModernFix,5.25.1+mc1.21.1,embeddedt,*,https://modrinth.com/mod/modernfix,https://github.com/embeddedt/ModernFix,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://github.com/embeddedt/ModernFix/blob/main/LICENSE,Metadata fabric.mod.json,3.0,False,790626,7200210,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
modmenu-11.0.4.jar,a88e0d67c82b0434cbf56776c482587c275ed660f635d33f53ba485dfa30dcc3,modmenu,Mod Menu,11.0.4,Prospector; haykam821; TerraformersMC,client,https://modrinth.com/mod/modmenu,https://github.com/TerraformersMC/ModMenu,MIT License,MIT,PERMISSIVA,https://github.com/TerraformersMC/ModMenu/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,True,308702,7808443,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
moreconcrete-fabric-1.6.0-1.21.1.jar,3c1b788402a3d8355e450c4db70cdb1a912bbcf2cb7bfa7c1d89ca07c2670dab,moreconcrete,More Concrete,1.6.0-1.21.1,Autovw,*,https://www.curseforge.com/minecraft/mc-mods/more-concrete,https://github.com/Autovw/MoreConcrete,GNU General Public License v3.0,GPL-3.0-only,COPYLEFT,https://github.com/Autovw/MoreConcrete/blob/main/LICENSE,Metadata fabric.mod.json,3.0,False,545354,6359254,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
musicnotification-fabric-3.2.0+mc1.21.1.jar,4d8d125c929c6c49b9d24b962de83c471337d8cb1bf71759399bd1f515e68692,musicnotification,MusicNotification,3.2.0,KosmoMoustache,client,https://mod.kosmo.ovh/,https://github.com/KosmoMoustache/MusicNotification,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://github.com/KosmoMoustache/MusicNotification/blob/main/LICENSE,Metadata fabric.mod.json,3.0,False,817206,8439928,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
neruina-3.3.3+1.21.1-fabric.jar,a3a49320128920256b43857e5254e5cd2a481417da61d0999a249aceb6125b20,neruina,Neruina,3.3.3,Bawnorton,*,https://github.com/Bawnorton/Neruina,https://github.com/Bawnorton/Neruina,MIT License,MIT,PERMISSIVA,https://github.com/Bawnorton/Neruina/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,False,851046,8451082,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
netherportalfix-fabric-1.21.1-21.1.3.jar,c6589e3a95ee6dbced2442682caeec53789999bc6a2883f9919e039b1bee98c6,netherportalfix,NetherPortalFix,21.1.3,BlayTheNinth,*,https://mods.twelveiterations.com/mc/netherportalfix,https://github.com/TwelveIterationMods/NetherPortalFix,All Rights Reserved,ARR,ARR,https://github.com/TwelveIterationMods/NetherPortalFix/blob/main/LICENSE,Metadata fabric.mod.json,1.0,True,241160,6204047,,SIM,SIM,NÃO,SIM,SIM,NÃO,NÃO,CONDICIONAL,CONDICIONAL,CONDICIONAL,NÃO,ALTA,APROVADO,Mod ARR com permissao de distribuicao ativada no CurseForge via CurseForge Modpack Manifest.
notenoughanimations-fabric-1.12.4-mc1.21.1.jar,12e3bded47f6669030edf57b615e77de8d080f38d0313dd892c6d18833fc39fd,notenoughanimations,NotEnoughAnimations,1.12.4,tr7zw,both,https://modrinth.com/mod/not-enough-animations,https://github.com/tr7zw/NotEnoughAnimations,tr7zw Protective License,tr7zw-Protective,CUSTOMIZADA,https://github.com/tr7zw/NotEnoughAnimations/blob/main/LICENSE,Metadata fabric.mod.json,1.0,True,433760,8274906,,SIM,NÃO,NÃO,SIM,SIM,NÃO,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,tr7zw Protective License permite modpacks no CurseForge/Modrinth via canais oficiais; proibe espelhos e redistribuicao direta de JAR.
notenoughcrashes-fabric-4.4.9+1.21.1.jar,1a3a0ec9e7bb60f9c15938ca4287beaf5e49e81183ac273d1a02d734aa327a74,notenoughcrashes,Not Enough Crashes,4.4.9+1.21.1,Fudge; Runemoro,both,https://www.curseforge.com/minecraft/mc-mods/not-enough-crashes,https://github.com/natanfudge/Not-Enough-Crashes,MIT License,MIT,PERMISSIVA,https://github.com/natanfudge/Not-Enough-Crashes/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,False,353890,6598102,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
owo-lib-0.12.15.4+1.21.jar,825180ce17bc012fb450653b14df9f32479dcdd073fc3f133bb47462f5a63cec,owo,oωo,0.12.15.4+1.21,glisco,*,https://www.curseforge.com/minecraft/mc-mods/owo-lib,,MIT License,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/owo-lib,Metadata fabric.mod.json / JAR embedded,1.0,True,532610,6446006,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
packetfixer-3.3.1-1.20.5-1.21.X-merged.jar,2979a8a3f44e5d5df4f9f6315d18c220f3debf736bb8a2c2740acdfb13bd820f,packetfixer,Packet Fixer,3.3.1,TonimatasDEV,*,https://www.curseforge.com/minecraft/mc-mods/packet-fixer,,MIT License,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/packet-fixer,Metadata fabric.mod.json / JAR embedded,1.0,False,689467,7221528,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
particle-rain-3.0.5.jar,4cc0ff16a6782ec4630ec4145b1999e86af58db1c253f75effb75e7d2569d851,particlerain,Particle Rain,3.0.5,PigCart,client,https://www.curseforge.com/minecraft/mc-mods/particle-rain,https://github.com/PigCart/particle-rain,MIT License,MIT,PERMISSIVA,https://github.com/PigCart/particle-rain/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,True,421897,6015282,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
particle_core-0.3.3+1.21.jar,e7cfef3eb16d5b73c00915a5f2b820d66555c23d13e0636125d7b07384a443e4,particle_core,Particle Core,0.3.3+1.21,fzzyhmstrs,client,https://www.curseforge.com/minecraft/mc-mods/particle-core,https://github.com/fzzyhmstrs/pc,MIT License,MIT,PERMISSIVA,https://github.com/fzzyhmstrs/pc/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,True,985426,7581173,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
pastureLoot-1.0.5+1.21.1.jar,48a705eb70a3f129d64af565ff79cfe164d0e59fe2bbc20a903024d0cc844b8f,pasture-loot,PastureLoot,1.0.5+1.21.1,DrEmixam,*,https://www.curseforge.com/minecraft/mc-mods/cobblemon-pasture-loot,,All Rights Reserved,ARR,ARR,https://www.curseforge.com/minecraft/mc-mods/cobblemon-pasture-loot,Metadata fabric.mod.json,1.0,True,1507970,7893511,,SIM,SIM,NÃO,SIM,SIM,NÃO,NÃO,CONDICIONAL,CONDICIONAL,CONDICIONAL,NÃO,ALTA,APROVADO,Mod ARR com permissao de distribuicao ativada no CurseForge via CurseForge Modpack Manifest.
pasturelimit-1.0.4.jar,4fb486ae5fff9193df4cfa33be3394c328209925d8c81af1b0c47e76f0815421,pasturelimit,PastureLimit,1.0.4,zmoonmaru,*,https://www.curseforge.com/minecraft/mc-mods/cobblemon-pasture-limit,,MIT License,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/cobblemon-pasture-limit,Metadata fabric.mod.json / JAR embedded,1.0,False,1551682,8193650,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
placeholder-api-2.4.2+1.21.jar,c0187ee299527ac7a3e0b1e83601dcdc0de631e286fe41e6be1a75958ea8e443,placeholder-api,Placeholder API,2.4.2+1.21,Patbox,*,https://pb4.eu,https://github.com/Patbox/TextPlaceholderAPI,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://github.com/Patbox/TextPlaceholderAPI/blob/main/LICENSE,Metadata fabric.mod.json,3.0,True,1037459,6131327,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
playerxp-fabric-1.0.9+1.21.1.jar,22133f464ea4442b481d0bc814ab928b0473890a86bf36fa90884ed660e3edf9,playerxp,PlayerXP,1.0.9+1.21.1,chadlymasterson,*,https://www.curseforge.com/minecraft/mc-mods/cobblemon-playerxp,,MIT License,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/cobblemon-playerxp,Metadata fabric.mod.json / JAR embedded,1.0,False,1261726,7886106,,CONDICIONAL,NÃO,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,REVISÃO_MANUAL_NECESSÁRIA,Mod com allowModDistribution=False no CurseForge metadata.
pokeblocks-1.5.0-1.21.1.jar,0cd1ce19b16efe7477cfd4501d1ee3e7c575af113e72ac2ed0f540740eb6a43c,pokeblocks,Pokeblocks,1.5.0-1.21.1,MrShawn,*,https://discord.gg/BnnDnBc33T,https://github.com/Shawn11564/Pokeblocks,Creative Commons CC-BY-NC-4.0,CC-BY-NC-4.0,CREATIVE_COMMONS,https://github.com/Shawn11564/Pokeblocks/blob/main/LICENSE,Metadata fabric.mod.json,4.0,True,1078431,7866584,,SIM,SIM,SIM,SIM,SIM,NÃO,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
polymer-bundled-0.9.19+1.21.1.jar,8c6bb7897bf53e3207a2ca4fc26db55471990b605855f494c2d80bfcabd1ed3b,polymer-bundled,Polymer,0.9.19+1.21.1,Patbox,*,https://pb4.eu,https://github.com/Patbox/polymer,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://github.com/Patbox/polymer/blob/main/LICENSE,Metadata fabric.mod.json,3.0,False,551890,7448053,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
prickle-fabric-1.21.1-21.1.11.jar,d6d639078aecb72770f287d8253e4634114e2536ac9a2ad6ec5f442eb27dd07f,prickle,PrickleMC,21.1.11,Darkhax,*,https://www.curseforge.com/minecraft/mc-mods/prickle,https://github.com/Darkhax-Minecraft/PrickleMC,GNU Lesser General Public License v2.1,LGPL-2.1-only,COPYLEFT,https://github.com/Darkhax-Minecraft/PrickleMC/blob/main/LICENSE,Metadata fabric.mod.json,2.1,True,1023259,6961454,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
quickbench-4.4.2+mc.1.21.jar,7af65a71a82f43fe7f672da0e11e8258cca0b14b5573a67bb329fb8da7ea1811,quickbench,QuickBench,4.4.2+mc.1.21,Ampflower; Tfarecnim; Shadows-of-Fire,*,https://mod.ampflower.gay/QuickBench,https://github.com/Modflower/QuickBench,MIT License,MIT,PERMISSIVA,https://github.com/Modflower/QuickBench/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,False,914551,5784135,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
rctapi-fabric-1.21.1-0.15.2-beta.jar,e5bd96b1b74aad41588acc078e7385ca72f66a862aae47adda3d55b44c1d5ba8,rctapi,Radical Cobblemon Trainers API,0.15.2-beta,HDainester,*,https://www.curseforge.com/minecraft/mc-mods/radical-cobblemon-trainers-api,,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://www.curseforge.com/minecraft/mc-mods/radical-cobblemon-trainers-api,Metadata fabric.mod.json,3.0,False,1152792,7952421,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
rctmod-fabric-1.21.1-0.18.1-beta.jar,92951d3be475a0433f8ef508439730723e2e901dd1e3b2509c29205031d4eb51,rctmod,Radical Cobblemon Trainers,0.18.1-beta,HDainester,*,https://www.curseforge.com/minecraft/mc-mods/rctmod,,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://www.curseforge.com/minecraft/mc-mods/rctmod,Metadata fabric.mod.json,3.0,False,1009534,7913182,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
rechiseled-1.2.5-fabric-mc1.21.jar,165b3d15be0a874bb60ad6788ed41935a58c1d9a593dde5ba2d10b94370367c9,rechiseled,Rechiseled,1.2.5,SuperMartijn642,*,https://www.curseforge.com/minecraft/mc-mods/rechiseled,https://github.com/SuperMartijn642/Rechiseled,All Rights Reserved,ARR,ARR,https://github.com/SuperMartijn642/Rechiseled/blob/main/LICENSE,Metadata fabric.mod.json,1.0,False,558998,8301622,,SIM,SIM,NÃO,SIM,SIM,NÃO,NÃO,CONDICIONAL,CONDICIONAL,CONDICIONAL,NÃO,ALTA,APROVADO,Mod ARR com permissao de distribuicao ativada no CurseForge via CurseForge Modpack Manifest.
reeses-sodium-options-fabric-2.2.3+mc1.21.1.jar,6f5a2964656552da24e015b6f6e03d4baac8cfed919978785e94920f3fd0f568,reeses-sodium-options,Reese's Sodium Options,2.2.3+mc1.21.1,FlashyReese,client,https://github.com/FlashyReese/reeses-sodium-options,https://github.com/FlashyReese/reeses-sodium-options.git,MIT License,MIT,PERMISSIVA,https://github.com/FlashyReese/reeses-sodium-options.git/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,True,511319,8410879,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
regions-unexplored-0.6.2-fabric-21.1.jar,c0c2f1a83cbdc1f252255823e33230ace9db6f5fd6da010a739f46f7a6d3a6a7,regions_unexplored,Regions Unexplored,0.6.2,Apollo; UHQ_Games,both,https://modrinth.com/mod/regions-unexplored,https://github.com/Apollounknowndev/RegionsUnexplored,MIT License,MIT,PERMISSIVA,https://github.com/Apollounknowndev/RegionsUnexplored/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,False,659110,8419666,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
releaserewards-fabric-3.0.2.jar,30f57e31cc3ca5e84e043a72e1865edcfb4d84798a586a28f70cecac0cab6b3c,releaserewards,Cobblemon: Parting Gifts,3.0.2,Emperdog,*,https://www.curseforge.com/minecraft/mc-mods/cobblemon-release-rewards,https://github.com/anabsolutesloth/cobblemonreleaserewards,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://github.com/anabsolutesloth/cobblemonreleaserewards/blob/main/LICENSE,Metadata fabric.mod.json,3.0,False,1169308,8342147,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
resourcefullib-fabric-1.21-3.0.12.jar,93064c5aff85bf5e6385470f311fd1c7de172f58b02fefb1d2920db76f8cd8b5,resourcefullib,Resourceful Lib,3.0.12,ThatGravyBoat; Epic_Oreo,*,https://resourcefulbees.com,https://github.com/Team-Resourceful/ResourcefulLib,MIT License,MIT,PERMISSIVA,https://github.com/Team-Resourceful/ResourcefulLib/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,False,570073,5973189,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
smoothchunk-fabric-1.21-4.1.jar,d2e4ebd40dc3805d2dd055019b253524ae216ad141818c198b5fabcc75013f40,smoothchunk,Smooth chunk save Mod,1.21-4.1,Someaddons,*,https://www.curseforge.com/minecraft/mc-mods/smooth-chunk-save,,All Rights Reserved,ARR,ARR,https://www.curseforge.com/minecraft/mc-mods/smooth-chunk-save,Metadata fabric.mod.json,1.0,False,582327,6296632,,SIM,SIM,NÃO,SIM,SIM,NÃO,NÃO,CONDICIONAL,CONDICIONAL,CONDICIONAL,NÃO,ALTA,APROVADO,Mod ARR com permissao de distribuicao ativada no CurseForge via CurseForge Modpack Manifest.
